"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
TSPAN6,774.876174234694,-0.0773907233864625,0.141158551769378,-0.5482538777594,0.583517592025783,0.999964695629515
DPM1,1841.29808071267,-0.0861584175931624,0.0867318900653933,-0.993387985989945,0.320520914079415,0.999964695629515
SCYL3,396.306618108844,-0.0579509603624817,0.193217625689565,-0.299925848667601,0.764233717080511,0.999964695629515
C1orf112,893.487570549897,0.0890983687713499,0.0889399064382286,1.00178167865773,0.316449047817914,0.999964695629515
CFH,375.680026295331,-0.189306238546195,1.04727042901304,-0.18076156196313,0.856554735138996,0.999964695629515
FUCA2,3563.48939359438,0.164149415906158,0.200229850678051,0.819804915951787,0.412327328160038,0.999964695629515
GCLC,2552.96123522892,0.10318712591562,0.221425508805223,0.46601282062036,0.641206323717888,0.999964695629515
NFYA,1682.20913862192,0.0599018900876998,0.0964873176265046,0.620826566239261,0.534713741718589,0.999964695629515
STPG1,374.958967775233,0.224340146350334,0.243355724903189,0.921860977133702,0.356601096154906,0.999964695629515
NIPAL3,1177.34539380614,0.193560187099697,0.113790293292815,1.70102546973503,0.0889382046198012,0.971323717083955
LAS1L,3048.33007719572,0.053146001287424,0.314159075630722,0.169169078374468,0.865663651095931,0.999964695629515
ENPP4,572.19638376038,-0.0552543413537156,0.518217461487479,-0.106623850912153,0.91508739615461,0.999964695629515
SEMA3F,436.770763318393,0.194595459696172,0.659721722768505,0.294965972743109,0.768019873636905,0.999964695629515
ANKIB1,2031.39463165934,0.194961842364973,0.117467349076231,1.65971092306213,0.0969726208868295,0.988053847214073
CYP51A1,3044.76163545859,0.20049631803934,0.328182505906047,0.610929328745936,0.541246367467922,0.999964695629515
KRIT1,1076.77729768378,-0.124662195556099,0.144189551904872,-0.864571627480643,0.387273950773937,0.999964695629515
RAD52,451.004261371762,-0.152464106945503,0.264718364835165,-0.575948355681479,0.56465008958196,0.999964695629515
MYH16,17.6262980254656,-0.353794019384741,1.09782674283507,-0.322267627103971,0.747249955774357,0.999964695629515
BAD,1345.36118482961,-0.0946493122497169,0.105563518928375,-0.896610052511955,0.369927032085459,0.999964695629515
LAP3,2383.02692238816,0.0104189092703508,0.0535379047180674,0.194608087955947,0.845699770847295,0.999964695629515
CD99,3336.38651380556,-0.153331112284797,0.362700951467626,-0.422748028821985,0.672479109574444,0.999964695629515
HS3ST1,157.392500293436,0.622302725825452,1.12660384142477,0.552370498789045,0.580694538552113,0.999964695629515
AOC1,26.789395575601,-0.012062856977914,1.03279089911204,-0.0116798637442345,0.990681028927799,0.999964695629515
WNT16,8.92652743323281,0.142553288068527,0.640503987799365,0.222564247505015,0.823874664855055,0.999964695629515
HECW1,367.188746055348,0.0566527561539231,0.418454795051848,0.135385606339876,0.892307003830575,0.999964695629515
MAD1L1,1659.38745680224,-0.000173463230527818,0.353050843716905,-0.000491326486297566,0.999607978198042,0.999964695629515
LASP1,34296.5752752987,0.244369863008156,0.606524776554769,0.402901699080202,0.687020541354269,0.999964695629515
SNX11,830.49252799205,0.128321210841945,0.105884761225546,1.21189498240079,0.225552583096208,0.999964695629515
M6PR,5825.79087419311,0.117357342292894,0.120616046642756,0.972982829063255,0.330561836205847,0.999964695629515
KLHL13,152.279254959806,0.167015685788794,0.606160018851907,0.275530685948454,0.782908553826315,0.999964695629515
CYP26B1,404.84754467821,-0.210374877460457,0.238092054930203,-0.88358629825816,0.376919578184447,0.999964695629515
ICA1,197.089257444261,-0.00075657414063446,0.303875277526079,-0.0024897521996324,0.998013467212064,0.999964695629515
DBNDD1,379.054078619749,-0.179789478750834,0.148456662461461,-1.21105698976297,0.22587356377917,0.999964695629515
ALS2,1973.82645578568,0.29381243768718,0.162248890632725,1.81087486355927,0.070160224393407,0.929732965796585
CASP10,192.772731501532,-0.0381670937328354,0.313227763058915,-0.121850928411019,0.903017079383192,0.999964695629515
CFLAR,2761.27319617421,-0.0293624581972842,0.167583812456646,-0.175210587268864,0.86091416557851,0.999964695629515
TFPI,3643.27926229672,-0.441221679021853,0.435296208483091,-1.01361250206936,0.310767689732193,0.999964695629515
NDUFAF7,683.836952423686,-0.0825687804671532,0.162047273230722,-0.509535142560483,0.610377171962556,0.999964695629515
RBM5,3208.52188893078,-0.0609073587514346,0.124454297791373,-0.489395383143263,0.624561804038314,0.999964695629515
MTMR7,70.8390437590076,-0.15422141774064,0.444900193970384,-0.34664272983191,0.728859740238015,0.999964695629515
SLC7A2,1940.68180859769,0.0297009394733734,0.464735494647546,0.063909341583428,0.949042413979215,0.999964695629515
ARF5,1749.66405098133,-0.0723057854562261,0.111067613525216,-0.651006924172456,0.515042017172496,0.999964695629515
SARM1,385.869137586356,-0.033951994789878,0.855442225421798,-0.039689407163806,0.96834074688273,0.999964695629515
POLDIP2,4680.35194483079,0.197300262234325,0.110700830731782,1.78228348360243,0.0747030147038142,0.936080734130197
PLXND1,3118.1442098658,-0.134076167168512,0.262929327994992,-0.509932338818687,0.610098864937492,0.999964695629515
AK2,7265.04627535989,-0.0750219092875468,0.0959861300211995,-0.781591145210016,0.43445489243075,0.999964695629515
FKBP4,8950.44220957362,0.0206231968683432,0.119105754617797,0.173150297687309,0.862533290140064,0.999964695629515
KDM1A,4657.81944878742,0.110519339636063,0.17577971133282,0.628737746797218,0.52952076176067,0.999964695629515
RBM6,2256.53573822625,-0.127145614988296,0.256942718174769,-0.494840312624905,0.620712845784013,0.999964695629515
CAMKK1,887.489373570716,0.0348612263725346,0.40369163958758,0.0863560771487605,0.931183361800629,0.999964695629515
